-10.450878;-12.787002;-12.007631;-0.82326984;-7.907666;-9.297861;-11.434965;-11.451227;-11.276305;-14.0214615;-8.530572;-10.839563;-6.356231;-9.820122;-9.925591;-9.63446;-9.764492;-11.46112;-10.53948;-11.531131;-10.823112;-9.819472;-17.845652;-16.064146;-13.044031;-8.73576;-3.957947;-5.292225;0.123740196;-3.371403;-3.9175935;-5.7647066;-7.620432;-6.5024605;-2.8423302;-9.353231;-6.299405;-6.376008;-4.528193;-4.1591377;-2.884154;-9.534027;-5.5499926;-7.145188;-7.2892084;-6.385977;-5.4154215;-3.086491;-12.726664;-5.3003488;-10.409278;-7.510564;-5.013365;-9.077194;-6.299242;-6.865264;-6.1881366;-8.266021;-3.392561;-7.5646234;-7.527596;-7.376417;-4.922524;-9.707062;-7.335713;-9.447892;-7.385821;-16.182459;-9.3355255;-8.840229;-1.3420885;-11.468495;-9.480317;-7.68159;-12.730736;-10.442522;-10.774535;-1.2990254;
-25.362074;-25.543652;-37.089867;-23.746971;-27.670578;-30.857105;-30.414902;-23.839293;-30.079226;-26.013996;-27.2837;-23.61854;-20.458616;-27.631191;-25.909634;-25.982256;-25.439186;-29.265108;-25.204142;-24.880283;-26.87688;-22.632141;-31.266304;-30.389942;-26.552155;-28.732107;-29.182177;-28.35225;-26.63986;-23.409811;-30.457104;-26.32381;-33.290207;-27.578129;-28.869251;-31.26864;-32.53164;-29.5838;-26.457829;-25.101006;-28.612307;-24.272425;-26.436544;-29.15538;-31.423231;-25.758362;-26.001848;-29.349627;-24.364544;-25.159616;-22.239042;-17.034271;-20.534763;-22.151688;-22.357424;-13.81411;-21.865477;-24.039019;-18.492266;-20.806385;-26.745047;-25.40606;-19.202522;-23.880688;-19.322264;-18.190403;-19.03218;-27.286379;-18.056522;-22.187523;-17.601768;-19.614027;-22.922735;-28.017605;-23.818384;-22.265028;-24.599606;-8.350205;
-24.682556;-25.539227;-34.4662;-23.22887;-26.517471;-30.29673;-31.929764;-24.275402;-30.044136;-23.122824;-22.548063;-23.334557;-21.98806;-26.819515;-27.582325;-28.50407;-23.700663;-28.902699;-25.538612;-22.82314;-28.410711;-24.248348;-28.922737;-28.970861;-26.210693;-28.318937;-34.4043;-29.027836;-31.190748;-26.165302;-31.53089;-28.15551;-31.344305;-26.48747;-28.744673;-27.995039;-31.935442;-26.689861;-27.119858;-25.693998;-34.899918;-24.431131;-30.772356;-36.87208;-32.554214;-27.404608;-27.650112;-28.793928;-24.019058;-23.867764;-22.835049;-16.757698;-24.072786;-18.579046;-26.211123;-14.455663;-20.244112;-23.31419;-19.844032;-16.125862;-32.15551;-24.11974;-19.194046;-26.138084;-14.693029;-13.791753;-23.447376;-30.094297;-16.506895;-22.372034;-13.802505;-13.386841;-23.903227;-26.140705;-20.486252;-21.332468;-24.347141;-5.34015;
-16.043217;-19.782038;-23.624146;-16.031195;-19.948301;-23.327717;-22.421776;-19.056164;-22.466532;-15.361503;-14.777666;-17.172915;-14.323206;-18.805826;-19.112469;-19.870056;-15.207632;-19.052824;-17.75781;-16.275036;-18.106115;-15.085372;-20.626614;-21.635725;-19.61116;-19.414885;-22.054182;-16.233713;-19.939905;-15.837417;-19.957846;-16.396852;-24.14012;-18.338028;-21.308056;-20.487782;-20.249966;-18.90607;-18.363977;-14.960367;-22.320782;-18.156506;-19.166853;-24.991585;-18.919952;-20.776606;-21.312908;-19.497295;-18.19215;-16.822594;-16.891203;-10.141493;-17.992197;-12.206852;-17.389297;-9.297178;-15.63902;-14.438244;-10.636715;-11.567168;-23.476562;-15.06808;-13.631302;-20.136532;-11.046829;-9.788098;-17.48022;-20.965754;-12.19673;-16.58192;-8.70232;-9.831835;-19.789602;-18.458038;-18.060331;-15.119247;-16.919563;-7.213766;
-21.733055;-26.491615;-30.999344;-22.487553;-29.97208;-29.379543;-29.514133;-25.025822;-29.39082;-24.197296;-25.669355;-23.191292;-23.153833;-28.668926;-26.323053;-24.582254;-23.251335;-26.717115;-25.943178;-21.565884;-24.933548;-21.881016;-27.284426;-28.7835;-27.185863;-28.687181;-31.368578;-24.943787;-30.997385;-26.672855;-27.335669;-24.31715;-33.787636;-27.79246;-28.525555;-29.762398;-32.217583;-29.619667;-30.705704;-25.212425;-30.794075;-25.307526;-28.737398;-32.214176;-27.415796;-29.600872;-28.768354;-31.280357;-24.503893;-26.552544;-23.340961;-16.757448;-26.00246;-19.575222;-25.466888;-16.760763;-23.480398;-17.268368;-21.783089;-21.302952;-29.497498;-26.295424;-20.99114;-25.593042;-19.288332;-18.25503;-21.408627;-25.499168;-15.810968;-21.4679;-18.018696;-22.319069;-29.558903;-28.683569;-26.057425;-17.933933;-22.498482;-8.839184;
-20.466642;-23.819561;-25.064856;-20.398956;-27.33394;-24.978416;-24.477364;-23.367119;-24.323336;-20.259323;-22.113007;-20.997295;-20.18731;-26.39163;-23.213133;-21.558447;-20.342958;-24.098186;-23.016861;-21.003815;-22.734669;-20.204689;-24.333334;-24.111004;-24.07347;-25.000906;-27.74568;-21.319693;-25.821594;-24.398062;-23.209816;-21.022205;-30.388523;-25.175385;-24.880644;-26.515194;-28.266167;-24.978361;-26.366642;-21.780638;-25.841042;-24.474476;-24.508217;-27.647701;-23.379602;-26.907648;-25.935442;-26.534668;-22.220247;-24.250309;-21.93813;-14.762402;-24.400938;-16.284737;-25.33994;-16.78574;-20.50234;-13.979846;-23.951668;-21.803518;-24.795841;-26.315804;-22.68311;-22.198702;-17.199608;-17.266933;-16.213554;-20.902187;-14.369356;-19.563393;-18.762936;-21.748775;-25.177013;-25.676449;-21.039532;-16.479017;-16.47194;-7.7898016;
-23.83535;-26.602375;-30.614695;-24.552834;-30.033018;-28.324167;-28.544416;-26.258396;-27.95323;-23.436611;-26.028877;-24.764683;-22.3558;-30.812046;-27.609154;-27.034748;-25.399166;-28.85182;-28.38963;-24.922884;-27.453789;-24.948238;-28.252102;-27.553856;-27.485874;-29.519335;-32.102173;-24.790466;-31.173365;-28.428526;-28.96857;-25.84365;-34.751728;-29.78221;-31.472979;-31.853321;-32.5169;-28.587713;-30.08514;-24.906677;-31.91043;-27.436659;-30.140503;-31.85672;-27.930454;-30.531662;-29.989286;-29.19944;-25.409355;-29.172043;-25.380383;-15.048503;-27.816647;-18.411911;-25.249552;-16.76948;-23.399353;-17.844536;-26.048223;-22.96838;-30.30239;-30.775776;-25.455698;-21.625805;-19.14677;-17.700527;-19.766499;-25.516945;-17.973663;-23.8287;-20.99628;-23.108263;-28.622581;-25.73207;-26.793694;-19.41587;-21.376236;-7.8631177;
-20.496662;-23.060896;-24.79104;-19.228256;-24.993462;-22.475452;-23.022524;-22.937569;-23.043558;-20.51015;-22.444855;-21.776794;-17.36024;-24.935411;-22.225334;-21.153833;-20.188702;-23.291737;-24.46504;-21.915394;-23.808205;-20.945055;-25.254978;-24.197016;-23.900043;-23.488256;-24.960505;-18.777016;-22.882154;-22.245152;-22.101337;-19.965986;-29.03538;-24.707338;-25.880013;-27.556334;-25.415615;-24.803692;-26.066029;-19.099205;-24.149485;-23.616524;-23.466171;-24.19896;-22.753216;-25.624687;-25.327887;-24.114553;-22.06091;-25.036291;-22.404894;-12.718109;-22.193405;-16.104712;-19.373089;-14.49552;-20.832693;-16.66296;-23.843126;-19.64041;-24.138493;-24.612907;-22.018597;-17.92283;-16.306623;-16.107494;-15.890384;-21.611168;-16.736082;-21.801086;-18.409586;-21.434269;-24.75927;-21.233181;-24.65863;-17.725063;-16.26672;-8.001755;
-25.257631;-29.086397;-34.59958;-25.438955;-32.52291;-29.632622;-30.544817;-26.793972;-32.54857;-24.993687;-30.438581;-26.401655;-24.85836;-32.425865;-27.91112;-27.242859;-26.196104;-30.337835;-31.472965;-26.117628;-29.489809;-25.305702;-31.532537;-30.323387;-29.398918;-31.758326;-33.682198;-30.381351;-32.062744;-29.774517;-31.266827;-28.805618;-37.755383;-33.099274;-32.932716;-36.088882;-36.17951;-33.252174;-34.13445;-28.300995;-33.892376;-27.975105;-33.462265;-32.170288;-32.244644;-32.60997;-33.14268;-35.48259;-26.275469;-30.562136;-25.957005;-15.800961;-29.896915;-20.725803;-22.149515;-15.549654;-25.686775;-18.897337;-28.387007;-22.3068;-27.301476;-32.31737;-25.885265;-21.832705;-20.570192;-19.046705;-20.446802;-25.829697;-18.692575;-23.446587;-21.974674;-24.222923;-30.738785;-25.389668;-28.734982;-19.190327;-21.638206;-9.481449;
-19.870113;-22.303978;-22.887642;-16.624805;-21.60898;-21.629116;-21.26901;-20.69777;-21.393469;-17.456566;-20.048357;-19.67868;-18.065708;-23.109236;-20.244549;-18.082;-17.3821;-20.179214;-22.68007;-18.810215;-20.951996;-18.769604;-24.252964;-22.642267;-22.228682;-20.337284;-21.119602;-20.136919;-21.63492;-19.041939;-18.698685;-18.236042;-24.927916;-22.866991;-21.184256;-24.623016;-23.58553;-23.667969;-23.923702;-20.676258;-20.78864;-21.783684;-21.38821;-20.682753;-21.449947;-24.526443;-23.282373;-24.389893;-19.012966;-21.006569;-20.391226;-10.898994;-20.073788;-14.740235;-16.50364;-13.462102;-17.91885;-13.05576;-20.6844;-16.620258;-16.27892;-20.265953;-20.116173;-15.089638;-13.881179;-14.452715;-11.67588;-18.917732;-12.705642;-17.737932;-16.068045;-16.512161;-21.920387;-16.069954;-18.453506;-14.403697;-10.58703;-8.109893;
